signatur,urheber,urheber_idn,titel,zusatztitel,technik,ort,verlag,jahr,blattmass,bildmass,reihe,preis,schlagwort,bemerkung,bemerkung2
Kbl 1943 B 38,"Gönner, Ph[ilipp]",,Erntezeit,,Offsetdruck,Berlin-Wilm.,Grauert und Zink,1943,800 x 635,600 x 440,,12.- DM,Jahreszeiten ; Ernte,,
Kbl 1973 C 146,"Gogh, Vincent van",118540416,Die Ernte,,Mehrfarb. Lichtdruck,München,Piperdrucke,o. J.,680 x 850,590 x 720,"[Piperdruck, Nr. 43]",78.-,Jahreszeiten ; Ernte,,
Kbl 1951 A 94,"Gogh, Vincent van",118540416,Die Ernte,,Mehrfarb. Autotypie,Leipzig,Seemann,1951,277 x 234,240 x 188,,"1,50 DM (DDR)",Jahreszeiten ; Ernte,,
Kbl 1963 A 72,"Gogh, Vincent van",118540416,Die Ernte,,Mehrfarb. Autotypie,Köln,Seemann,1957,220 x 240,180 x 220,Galerien Europas Nr 8507,2.- DM (BRD),Jahreszeiten ; Ernte,,
Kbl 1963 A 75,"Gogh, Vincent van",118540416,Die Garbenbinderin,,Mehrfarb. Autotypie,Köln,Seemann,1960,295 x 210,250 x 184,Galerien Europas Nr 8530,2.- DM (BRD),Jahreszeiten ; Ernte,Bauer,
Kbl 1960 C 99,"Gogh, Vincent van",118540416,Rebgelände,,Sechsfarb. Offsetdruck,Stuttgart,Schuler,1959,685 x 790,550 x 670,"Juwelblatt, [Nr 021]",26.- DM (BRD),Jahreszeiten ; Ernte,,
Kbl 1961 C 105,"Gogh, Vincent van",118540416,Die roten Weinberge,,Mehrfarb. Lichtdruck,[Dresden],[Verlag der Kunst],1961,570 x 660,450 x 560,"Dresdner Meisterdruck, M 1173",25.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1958 B 30,"Gruner, Erich",119252686,Apfelernte,,Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1947,325 x 410,200 x 240,,25.- RM,Jahreszeiten ; Ernte,,
Kbl 1958 A 201,"Gruner, Erich",119252686,Gemüseernte,,Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1947,215 x 305,35 x 70,,in Passepartout 10.- RM,Jahreszeiten ; Ernte,,
Kbl 1960 A 196,"Gruner, Erich",119252686,In memoriam 1960,[Ein Jahr reicher reicher Ernte],Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1960,140 x 210,70 x 95,,25.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1958 A 233,"Gruner, Erich",119252686,Juli [Glückwunschkarte],,Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1954,118 x 134,95 x 95,,1.- DM (DDR),Jahreszeiten ; Ernte,Sc.: Eugen Schmidt,
Kbl 1955 C 327,"Hagen, Theodor",,Roggenernte,,Mehrfarb. Lichtdruck,[Dresden],Verlag der Kunst,1955,690 x 880,600 x 800,"Dresdner Meisterdrucke, M 1111",29.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1955 C 355,"Halberg-Krauss, Fritz",119403579,Summer Day [Ernte am Starnberger See],,Mehrfarb. Lichtdruck,München,Hanfstaengl,1955,670 x 880,570 x 800,,45.- DM (BRD),Jahreszeiten ; Ernte,,
Kbl 1973 C 38,"Haselhuhn, Werner",119495805,Erntelandschaft,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1973,595 x 900,535 x 840,"Gradus-Blätter, G 3343",30.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1961 B 51,"Ilgenfritz, H[einrich]",121021629,Herbst,,Radierung,"[Leipzig C 1, Paul-Gruner-Straße 64]",[H. Ilgenfritz],1947,400 x 550,240 x 270,,40.- RM,Jahreszeiten ; Ernte,,
Kbl 1944 C 77,"Klarl, Jos[ef]",119126028,Aufbruch zur Ernte,,Farb. Offsetdruck,Hamburg-Blankensee,Jacob,1942,900 x 800,800 x 700,,20.- RM,Jahreszeiten ; Ernte,,
Kbl 1944 C 74,"Klarl, Jos[ef]",119126028,Die letzte Fuhre,,Farb. Offsetdruck,Hamburg-Blankensee,Jacob,1943,102 x 770,800 x 700,,20.- RM,Jahreszeiten ; Ernte,,
Kbl 1960 A 150,"Lingelbach, Johannes",118780077,Die Heuernte,,Mehrfarb. Autotypie,Leipzig,Seemann,1960,220 x 300,180 x 225,,"1,50 DM (DDR)",Jahreszeiten ; Ernte,,
Kbl 1951 B 144,"Lingner, Max",118573292,Neue Ernte,,Lichtdruck,Erfurt,Grafik-Verlag,1951,363 x 490,260 x 435,,4.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1957 C 80,"Pissarro, Camille",118594672,Die Ernte,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1957,490 x 610,343 x 492,,21.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1960 A 152,"Pissarro, Camille",118594672,Die Ernte,,Mehrfarb. Autotypie,Leipzig,Seemann,1960,220 x 300,168 x 240,,"1,50 DM (DDR)",Jahreszeiten ; Ernte,,
Kbl 1948 A 141,"Rasmus, Friedrich",,Ernte,,Orig.-Holzschnitt,[Altenburg/Th.],[Graphik-Verlag],1947,300 x 211,160 x 120,,10.- RM,Jahreszeiten ; Ernte,,
Kbl 1963 B 33,"Rochel, Siegfried",,Erntezeit,,Mehrfarb. Handkupfer-Gravüre,Berlin,Karst,1960,350 x 500,245 x 350,,30.- DM,Jahreszeiten ; Ernte,,
Kbl 1972 C 114,"Schmidt-Rottluff, Karl",118759795,Heuernte,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1971,720 x 620,600 x 520,"Gradus-Blätter, G 3346",24.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1943 C 1,"Somogyi, [Miklós] von",,Erntezeit,,Farbenlichtdruck,Berlin,Sala,1943,940 x 640,800 x 600,,20.- RM,Jahreszeiten ; Ernte,,
Kbl 1955 C 370,"Vogt-Vilseck, Max",,[Heuernte am Staffelsee],,Mehrfarb. Lichtdruck,München,Hanfstaengl,1953,705 x 1000,595 x 900,,45.- DM (BRD),Jahreszeiten ; Ernte,,
Kbl 1963 B 38,"Walden, [Bruno]",,Ernte auf Rügen,,Mehrfarb. Handkupfer-Gravüre,Berlin,Karst,1960,380 x 465,250 x 350,,30.- DM,Jahreszeiten ; Ernte,,
Kbl 1959 C 258,"Womacka, Walter",118635123,Rast bei der Ernte,,Mehrfarb. Lichtdruck,[Dresden],[Verlag der Kunst],1959,670 x 725,547 x 600,"Gradus-Blätter, G 3218",27.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1951 B 14,"Zschaber, A[lbert]",,Erntezeit,,Mehrfarb. Lichtdruck,[Dresden],Maecenas,1950,410 x 500,305 x 380,,10.- DM (DDR),Jahreszeiten ; Ernte,,
Kbl 1951 B 157,"Zschaber, A[lbert]",,Erntezeit,,Mehrfarb. Lichtdruck,[Dresden],Verlag der Kunst,1950,410 x 500,300 x 380,"Gradus-Blätter, Nr 3000",10.- DM (DDR),Jahreszeiten ; Ernte,[Ausgabe 1951],
Kbl 1958 A 349,"Zünd, Robert",124175511,Die Ernte,,Mehrfarb. Autotypie,Leipzig,Seemann,1958,220 x 282,180 x 252,,"1,50 DM (DDR)",Jahreszeiten ; Ernte,,
Kbl 1961 C 154,"Averkamp, Hendrik",118960903,Eislandschaft,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1961,555 x 810,410 x 700,,31.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1977 A 21,"Averkamp, Hendrik",118960903,Eislandschaft,,Mehrfarb. Autotypie,Leipzig,Seemann,1977,220 x 300,140 x 235,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1961 A 11,"Averkamp, Hendrik",118960903,Eislauf,,Mehrfarb. Autotypie,Leipzig,Seemann,1961,220 x 300,143 x 285,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1986 C 1,"Averkamp, Hendrik",118960903,Eislandschaft,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1985,420 x 630,330 x 575,,10.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1950 A 41,"Balwé, Arnold",117765910,Wintertag am Chiemsee,,Vierfarb. Autotypie,[Dietmannsried/Allgäu],Rau,1948,324 x 247,281 x 196,,1.- RM,Jahreszeiten ; Winter,,
Kbl 1959 A 146,"Bernitz, Bruno",114713278X,Winter in Mittelschweden,,Mehrfarb. Autotypie,Leipzig,Seemann,1959,220 x 300,170 x 230,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1961 A 2,"Brauer, Johannes",1057113778,Blick auf verschneites Dorf,,Orig.-Mehrplatten-Farbradierung,Leipzig,Scholle-Verlag,1960,300 x 210,115 x 90,,"4,80 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1964 A 48,"Brauer, Johannes",1057113778,Neujahrswünsche,,Orig.-Radierung,Leipzig,Scholle-Verlag,1964,210 x 150,125 x 85,,6.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1973 A 31,"Brauer, Johannes",1057113778,Waldwinter,,Orig.-Holzschnitt,Leipzig,Scholle-Verlag,1973,300 x 210,140 x 130,,8.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1961 A 3,"Brauer, Johannes",1057113778,Frohe Weihnachten (Bergland),,Orig.-Mehrplatten-Farbradierung,Leipzig,Scholle-Verlag,1960,300 x 210,115 x 90,,"4,80 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1961 A 1,"Brauer, Johannes",1057113778,Frohe Weihnachten (verschneite Fichten),,Orig.-Radierung,Leipzig,Scholle-Verlag,1960,300 x 210,115 x 90,,"3,50 DM (DDR)",Jahreszeiten ; Winter,Baum,
Kbl 1964 A 49,"Brauer, Johannes",1057113778,Frohe Weihnachten (verschneite Fichten),,Orig.-Radierung,Leipzig,Scholle-Verlag,1964,210 x 150,125 x 85,,"3,50 DM (DDR)",Jahreszeiten ; Winter,[Neuauflage],
Kbl 1964 A 46,"Brauer, Johannes",1057113778,Frohe Weihnachten (Mühle),,Orig.-Radierung,Leipzig,Scholle-Verlag,1964,210 x 150,125 x 85,,6.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1964 A 47,"Brauer, Johannes",1057113778,Frohe Weihnachten (Schneesturm),,Orig.-Radierung,Leipzig,Scholle-Verlag,1964,210 x 150,125 x 85,,5.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1965 A 31,"Brauer, Johannes",1057113778,Winter,,Orig.-Radierung,Leipzig,Scholle-Verlag,1965,375 x 250,160 x 120,,15.- DM (DDR),Jahreszeiten ; Winter,[Neuauflage],
Kbl 1963 A 181,"Brauer, Johannes",1057113778,Winter,,Orig.-Radierung,Leipzig,Scholle-Verlag,1963,375 x 250,155 x 120,,15.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1959 A 133,"Brauer, Johannes",1057113778,Winter im Erzgebirge,,Orig.-Radierung,Leipzig,Scholle-Verlag,1959,300 x 210,150 x 110,,8.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1959 A 133,"Brauer, Johannes",1057113778,Winter im Erzgebirge,,Orig.-Radierung,Leipzig,Scholle-Verlag,1959,300 x2 10,150 x 110,,8.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1970 B 37,"Brauer, Johannes",1057113778,Winter in Waldsteinberg,,Orig.-Radierung,Leipzig,Scholle-Verlag,1970,375 x 500,180 x 248,,18.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1973 A 3,"Brauer, Johannes",1057113778,"Winter in Waldsteinberg, am Teehaus",,Orig.-Radierung,Leipzig,Scholle-Verlag,1973,250 x 370,135 x 200,,20.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1962 A 32,"Brauer, Johannes",1057113778,Winterabend,,Original-Zweiplattenfarbholzschnitt,Leipzig,Scholle-Verlag,1962,330 x 250,160 x 100,,8.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1964 A 45,"Brauer, Johannes",1057113778,Winterlandschaft,,Orig.-Radierung,Leipzig,Scholle-Verlag,1964,210 x 150,125 x 90,,6.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1964 A 44,"Brauer, Johannes",1057113778,Winterlandschaft,,Orig.-Radierung,Leipzig,Scholle-Verlag,1964,210 x 150,125 x 90,,6.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1961 A 4,"Brauer, Johannes",1057113778,Winterwald,,Orig.-Mehrplatten-Farbradierung,Leipzig,Scholle-Verlag,1960,300 x 210,115 x 90,,"4,80 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1964 A 50,"Brauer, Johannes",1057113778,Winterwald,,Orig.-Radierung,Leipzig,Scholle-Verlag,1964,210 x 150,125 x 85,,"3,50 DM (DDR)",Jahreszeiten ; Winter,[Neuauflage],
Kbl 1973 C 61,"Bruegel d. Ä., Pieter",118674013,Der Winter,,Mehrfarb. Lichtdruck,München,Piperdrucke,o. J.,670 x 860,550 x 760,"[Piperdruck, Nr 42]",55.-,Jahreszeiten ; Winter,,
Kbl 1953 A 312,"Bruegel d. Ä., Pieter",118674013,Winterlandschaft,,Mehrfarb. Autotypie,Leipzig,Seemann,1953,230 x 290,180 x 250,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1959 A 215,"Carus, Carl G[ustav]",118519352,Friedhof auf dem Oybin,,Mehrfarb. Autotypie,Leipzig,Seemann,1959,300 x 218,240 x 185,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1961 C 11,"Corinth, Lovis",,Winter am Walchensee,,Mehrfarb. Lichtdruck,München,Hanfstaengl,1960,710 x 860,585 x 750,,50.- DM (BRD),Jahreszeiten ; Winter,,
Kbl 1944 B 60,"Curry, Robert",188432264,Winterabend,,Farb. Kupfertiefdruck nach e. Ölgemälde,München,Hirmer,1943,760 x 645,660 x 550,"Hirmer-Druck, Nr 926",20.- RM,Jahreszeiten ; Winter,,
Kbl 1944 A 190,"Clarenbach, Max",119116936,Winterliche Dämmerstunde,,Vierfarbendruck,München,Hirmer,1944,315 x 245,280 x 225,"Hirmer-Druck, Nr 4446",2.- RM,Jahreszeiten ; Winter,,
Kbl 1989 A 10,"Dahl, J. Chr. Clausen",118843982,Hühnergrab im Winter,,Mehrfarb. Autotypie,Leipzig,Seemann,1987,220 x 300,180 x 250,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1959 A 1459,"Everdingen, Allart van",12091008X,Winterlandschaft,Meeresstrand,Mehrfarb. Autotypie,Leipzig,Seemann,1959,300 x 217,,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1949 B 131,"Friedrich, Caspar David",118535889,Winterlandschaft,,Farbig gedr. Photogravüre,Berlin,Lindner,1948,610 x 490,473 x 375,,40.- RM,Jahreszeiten ; Winter,,
Kbl 1957 A 151,"Gogh, Vincent van",118540416,Winterlandschaft,,Mehrfarb. Autotypie,Leipzig,Seemann,1957,225 x 260,190 x 240,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1986 B 4,"Goyen, Jan van",118541072,Winter am Flusse,,Mehrfarb. Lichtdruck,[Dresden],Verlag der Kunst,1984,365 x 470,295 x 390,"Dresdner Meisterdruck, M 1436",12.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1952 A 222,"Grabar, Igor",119559803,Russischer Winter,,Mehrfarb. Autotypie,Leipzig,Seemann,1952,265 x 200,227 x 177,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1948 B 184,"Griebel, Fr[itz]",118542125,[Winterlandschaft],,Orig.-Radierung,Altenburg/Th.,Graphik-Verlag,1947,402 x 300,210 x 160,,18.- RM,Jahreszeiten ; Winter,,
Kbl 1958 A 238,"Gruner, Erich",119252686,Dezember,[Glückwunschkarte],Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1954,118 x 134,90 x 92,,1.- DM (DDR),Jahreszeiten ; Winter,Sc.: Eugen Schmidt,
Kbl 1958 A 228,"Gruner, Erich",119252686,Februar,[Glückwunschkarte],Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1954,118 x 134,92 x 97,,1.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1958 A 227,"Gruner, Erich",119252686,Januar,[Glückwunschkarte],Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1954,118 x 134,95 x 97,,1.- DM (DDR),Jahreszeiten ; Winter,Sc.: Eugen Schmidt,
Kbl 1963 A 183,"Gruner, Erich",119252686,In memoriam 1963  [Chronos und der Frühling der Frühling 1963 auf verschneiten und vereisten Wegen],,Orig.-Radierung mit Aquatintatönung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1963,185 x 250,80 x 105,,20.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1963 A 175,"Gruner, Erich",119252686,Weihnachtsabend,,Aquatinta-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1963,190 x 250,80 x 110,,"Handabzüge 15.- DM (DDR); Auflagendrucke 1,20 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1963 A 158,"Gruner, Erich",119252686,Weihnachtszeit,,Aquatinta-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1963,145 x 200,85 x 105,,20.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1963 A 159,"Gruner, Erich",119252686,Winterlandschaft,,Aquatinta-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1963,145 x 200,80 x 105,,20.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1961 A 148,"Hassebrauk, Ernst",118546678,Blick von der Bastei bei Schneeschmelze,,Mehrfarb. Autotypie,Leipzig,Seemann,1961,220 x 300,180 x 226,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1943 A 45,"Herzing, Minni",127526196,Bach im Winter,,Orig.-Radierung,[Berlin],[Daco-Verl.],1943,335 x 250,175 x 125,,12.- RM,Jahreszeiten ; Winter,,
Kbl 1949 A 123,"Herzog, [Charlotte]",118703978,Dezembernacht,,Handkol. Orig.-Radierung,Berlin,Lindner,1948,350 x 248,230 x 182,,9.- RM,Jahreszeiten ; Winter,,
Kbl 1948 B 339,"Herzog, [Charlotte]",118703978,[Weihnachten],,Farb. Orig.-Radierung,Berlin,Lindner,1946,238 x 351,146 x 196,,9.- RM,Jahreszeiten ; Winter,,
Kbl 1982 B 7,"Hückstädt, Eberhard",119380366,Winter,,Mehrfarb. Autotypie,Leipzig,Seemann,1981,470 x 405,,,"7,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1960 A 25,"Jackson, D[avid]",,Winterlandschaft,mit dem Munde gemalt,Mehrfarb. Autotypie,[Deisenhofen/München],[Dennoch-Verlag],1956,210 x 295,180 x 230,,1.- DM (BRD),Jahreszeiten ; Winter,,
1950 C 21-69,"Kirchner, Ernst Ludwig",118562398,Davos im Schnee,[nebst] Kommentar,Mehrfarb. Tiefdruck,Luzern,Kunstkreis,1958,480 x 600,450 x 560,Kunstkreis[Nr] 69,"6.-; Wechselrahmen in Naturholz 12,50; Standard-Wechselrahmen 15.-; Sammelmappe sfr 3,50",Jahreszeiten ; Winter,,
Kbl 1952 A 1,"Kopp, Walter",,Winter,,Mehrfarb. Offsetdruck,[Dresden],Maecenas,1951,260 x 195,255 x 185,,20.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1944 B 6,"Kriegel, W[illy]",119413116,Verschneiter Bach,,Farbenlichtdruck,Dresden,Stengel,1943,770 x 670,550 x 520,,,Jahreszeiten ; Winter,,
Kbl 1957 C 3,"Madlener, Josef",121105741,Weihnacht,,Mehrfarb. Autotypie,München,Ackermann,1956,245 x 600,200 x 580,,5.- DM (BRD),Jahreszeiten ; Winter,3teilig,
Kbl 1957 C 14,"Malik, Paul",,Winter im Vogtland,,Mehrfarb. Lichtdruck,[Dresden],[Verlag der Kunst],1957,500 x 595,380 x 500,"Gradus-Blätter, G 3144",26.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1985 A 24,,,Niederländischer Meister (16. Jh.),Winterlandschaft,Mehrfarb. Autotypie,Leipzig,Seemann,1985,215 x 300,135 x 205,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1944 A 248,"Mildner, Albin",,Bergwinter,,Orig.-Kaltnadelradierung,Wien,Bilder-Redl,1944,240 x 320,120 x 146,,"S 6,60",Jahreszeiten ; Winter,,
Kbl 1958 A 96,"Montigny, Jules",,Winter in Belgien,,Mehrfarb. Autotypie,Leipzig,Seemann,1942,215 x 265,180 x 245,Meister der Farbe [jetzt: Kbl] Nr 3795,"1,50 RM",Jahreszeiten ; Winter,,
Kbl 1982 A 1,"Neer, Aert van der ",118586807,Winterlandschaft mit Schlittschuhläufern,,Mehrfarb. Autotypie,Leipzig,Seemann,1981,215 x 300,180 x 215,,"1,50 DM (DDR)",Jahreszeiten ; Winter,[2. Auflage],
Kbl 1951 A 150,"Ostade, Isaac van",11859043X,Winterlandschaft,,Mehrfarb. Autotypie,Leipzig,Seemann,1947,295 x 207,265 x 167,,"1,50 RM",Jahreszeiten ; Winter,,
Kbl 1971 C 287,"Peiner, Werner",11925414X,Eifeldorf im Schnee,,Mehrfarb. Lichtdruck,München,Hanfstaengl,o. J.,595 x 890,495 x 690,,50.-,Jahreszeiten ; Winter,,
Kbl 1952 C 75,"Pilch, Adalbert",118742531,Winter,,Mehrfarb. Offsetdruck,Wien,Verlag für Jugend und Volk,1952,685 x 930,660 x 910,,"S 30.-; 6,50",Jahreszeiten ; Winter,,
Kbl 1960 A 153,"Pissarro, Camille",118594672,Die Kastanienbäume von Louveciennes,,Mehrfarb. Autotypie,Leipzig,Seemann,1960,220 x 300,180 x 240,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1960 C 248,"Pissarro, Camille",118594672,Die Kastanienbäume von Louveciennes,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1960,515 x 620,378 x 500,,21.- DM (DDR),Jahreszeiten ; Winter,Baum,
Kbl 1958 C 21,"Pissarro, Camille",118594672,Winterlandschaft,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1958,540 x 673,375 x 500,,21.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1955 A 95,"Prjanischnikow, I[larion] M[ichailowitsch]",,Ins Dorf,,Mehrfarb. Autotypie,Leipzig,Seemann,1955,200 x 260,165 x 240,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1956 C 89,"Prjanischnikow, I[larion] M[ichailowitsch]",,Ins Dorf,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1956,605 x 820,480 x 713,,25.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1977 A 23,"Prjanischnikow, I[larion] M[ichailowitsch]",,Ins Dorf (Leere Schlitten),,Mehrfarb. Autotypie,Leipzig,Seemann,1977,225 x 300,165 x 240,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1948 B 226,"Quenzel, Georg",119356309,Im Winter,,Orig.-Lithographie,Altenburg/Th.,Graphik-Verlag,1947,420 x 299,350 x 233,,14.- RM,Jahreszeiten ; Winter,,
Kbl 1955 B 67,"Quenzel, Georg",119356309,Winter an der Pleiße,,Lichtdruck nach einer Kreidezeichnung,Dresden,Verlag der Kunst,1953,400 x 500,315 x 400,,"6,75 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1973 C 33,"Querner, Curt",118743147,Weite Winterlanschaft,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1973,490 x 580,400 x 520,,10.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1957 A 180,"Rayski, Ferdinand von",118749382,Grenadiere im Schnee,,Mehrfarb. Autotypie,Leipzig,Seemann,1957,215 x 225,180 x 205,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1960 A 232,"Rembrandt, Harmensz van Rijn",11859964X,Winterlandschaft,,Mehrfarb. Autotypie,Leipzig,Seemann,1960,220 x 300,150 x 200,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1956 C 110,"Röhricht, Wolf",118601865,Bach im Winter,,Mehrfarb. Offsetdruck,Kempen-Ndrh.,Dr. te Neues & Co,1955,580 x 730,485 x 640,,22.- DM (BRD),Jahreszeiten ; Winter,,
Kbl 1960 A 113,"Romadin, Nikolai Michailowitsch",,Winterstimmung,,Mehrfarb. Autotypie,Leipzig,Seemann,1960,217 x 300,170 x 240,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1989 C 9,"Rosenhauer, Theodor",118870904,Radebeul im Winter mit Wackerbarth-Kapelle,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,198,560 x 650,440 x 550,"Gradus-Blätter, G 3485",ca 25.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1958 A 39,"Ruisdael, Jacob [Isaacksz] van",,Winterlandschaft,,Mehrfarb. Autotypie,Leipzig,Seemann,1957,215 x 233,180 x 213,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1957 C 81,"Ruisdael, Jacob [Isaacksz] van",,Winterlandschaft,,,Leipzig,Seemann,1957,535 x 605,420 x 505,,23.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1953 B 13,"Schultze-Jasmer, Th[eodor]",119297183,[Gehöft im Winter],,Orig.-Kaltnadelradierung,[Prerow/Darß],Th. Schultze-Jasmer,1952,400 x 485,220 x 295,Nr 121,20.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1953 A 96,"Schultze-Jasmer, Th[eodor]",119297183,[Winter in Prerow],,Orig.-Radierung,[Prerow/Darß],Th. Schultze-Jasmer,1952,295 x 415,145 x 205,Nr 91,15.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1953 A 119,"Schultze-Jasmer, Th[eodor]",119297183,[Winter in Rußland],,Mehrfarb. Orig.-Holzschnitt,[Prerow/Darß],Th. Schultze-Jasmer,1952,320 x 240,160 x 115,Nr 4,10.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1953 A 218,"Segantini, Giovanni",118612700,Rückkehr vom Wald,,Mehrfarb. Autotypie,Zürich,Rascher,1950,235 x 318,170 x 253,,"sfr 2,50",Jahreszeiten ; Winter,,
Kbl 1989 A 8,"Turner, William",,Schneesturm,,Mehrfarb. Autotypie,Leipzig,Seemann,1987,220 x 300,180 x 250,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1980 A 126,"Velde, Edaias van de",,Eisbelustigung aus dem Wallgraben,,Mehrfarb. Autotypie,Leipzig,Seemann,1980,210 x 300,185 x 250,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
Kbl 1971 C 74,"Vlaminck, Maurice",118768808,Dorf im Schnee,,Mehrfarb. Lichtdruck,München,Bruckmann,1964,690 x 835,600 x 755,,50.- DM (BRD),Jahreszeiten ; Winter,,
Kbl 1983 A 53,"Wegener, W. ",,"Winter auf dem Lande, um 1830",,"Einfarb. Offsetdruck, handkoloriert",Leipzig,Verlag für die Frau,1983,200 x 290,145 x 210,,19.- DM (DDR),Jahreszeiten ; Winter,,
Kbl 1956 C 131,"Weimann, Paul",,Schlesischer Winter,,Mehrfarb. Offsetdruck,Kempen-Ndrh.,Dr. te Neues & Co,1955,670 x 840,540 x 740,,35.- DM (BRD),Jahreszeiten ; Winter,,
Kbl 1958 A 269,"Wildens, Jan",118632787,Winterlandschaft,,Mehrfarb. Autotypie,Leipzig,Seemann,1958,175 x 233,135 x 202,,"1,50 DM (DDR)",Jahreszeiten ; Winter,,
