signatur,urheber,idn,titel,zusatz,bem2,ort,verlag,entstehung,blatt,bild,reihe,preis,schlagwort,bemerkung,technik,motiv,idn_technik,mappe,grafiker,hrsg,hrsg2
Kbl 1960 B 7,"Freund, R[obert]",141206020,Krüge,,Mehrfarb. Offsetdruck,Frankfurt a. M.,Stengel,1959,400 x 500,272 x 380,,"12,50",Gegenständliches,[Nr] 10043,Offsetdruck,,41333357,,,,
Kbl 1960 B 71,Li Bing-Fan,,Wir wollen Frieden,,Achtfarb. Offsetdruck,[Dresden],[Verlag der Kunst],1960,500 x 400,400 x 300,,"2,50 DM (BRD)",Kinderbilder,,Offsetdruck,!041141709!,41333357,,,,
Kbl 1960 B 72,Wu Fan,,Löwenzahn,,Achtfarb. Offsetdruck,[Dresden],[Verlag der Kunst],1960,500 x 400,400 x 300,,"2,50 DM (DDR)",Kinderbilder,,Offsetdruck,!041141709!,41333357,,,,
Kbl 1960 B 73,"Gruner, Erich",119252686,Ländlicher Frieden,,Orig.-Radierung,"[Leipzig N 22, Hoeppnerstr. 20]",Gruner,1960,350 x 425,240 x 310,,25.- DM (DDR),"Flachland, Anonyme Landschaften",,Radierung,!962679267!,40481662,,,,
Kbl 1960 B 74,"Brauer, Johannes",11867336X,Rosen im Steinkrug,,Orig.-Mehrplatten-Farbradierung,Leipzig,Scholle-Verl.,1960,420 x 300,245 x 175,,18,"Blumenbilder, Rosen",,Radierung,!041157915!,40481662,,,,
Kbl 1960 B 75,"Brauer, Johannes",11867336X,Tigerschlange,,Orig.-Radierung,Leipzig,Scholle-Verl.,1960,300 x 420,120 x 160,,"18,50","Tierbilder, Schlange",Best.Nr 50,Radierung,!946418373!,40481662,,,,
Kbl 1960 B 8,Freund R[obert],141206020,Christuskopf,,Mehrfarb. Offsetdruck,[Frankfurt a. M.],Stengel,[1959],500x400,380x280,[Nr] 1045,12.5,Christus-Bilder,,Offsetdruck,,41333357,,,,
Kbl 1960 B 9,"Freund, R[obert]",141206020,Blumen,,Mehrfarb. Offsetdruck,Frankfurt a. M.,Stengel,1959,500 x 400,380 x 280,,"12,40","Blumenbilder, Vermischte Arten",[Nr] 10044,Offsetdruck,!041127943!,41333357,,,,
Kbl 1960 C 1,"Macke, August",118575864,Kinder am Wasser,,Mehrfarb. Offsetdruck,Kempen-Niederrh.,Dr. te Neues & Co,1959,510 x 640,412 x 557,,35.- DM (BRD),Kinderbilder,,Offsetdruck,!041141709!,41333357,,,,
Kbl 1960 C 10,"Heckel, Erich",118547488,Windmühle in Dangast,,Mehrfarb. Lichtdruck,München,Bruckmann,1959,790 x 920,700 x 800,,50.- DM (BRD),"Bauliche Motive, Mühlen",,Lichtdruck,!041153898!,42736064,,,,
Kbl 1960 C 100,"Heckel, Erich",118547488,Hafen von Stralsund,,Achtfarb. Offsetdruck,Stuttgart,Schuler,1959,645 x 710,515 x 605,"Juwelblatt, Nr 08",24.- DM (BRD),Hafen,,Offsetdruck,!042555655!,41333357,,,,
Kbl 1960 C 101,"Heem, [Jan Davidsz] de",119020157,Blumenstrauß,,Siebenfarb. Offsetdruck,Stuttgart,Schuler,1959,600 x 490,480 x 390,Juwelblatt Nr 033,21,"Blumenbilder, Vermischte Arten",[Neudruck],Offsetdruck,!041127943!,41333357,,,,
Kbl 1960 C 102,"Hopf, Heinz",,Schwingender Rhythmus,,Vierfarb. Offsetdruck,Stuttgart,Schuler,1959,615 x 760,435 x 600,Juwelblatt [Nr] 039,24.- DM (BRD),Abstrakte Malerei,,Offsetdruck,!1083270532!,41333357,,,,
Kbl 1960 C 103,Hsu Be-Hung,,Das Himmelspferd,,Mehrfarb. Offsetdruck,Stuttgart,Schuler,1959,680 x 445,580 x 360,Juwelblatt [Nr 015],21,"Tierbilder, Pferd",,Offsetdruck,!041921526!,41333357,,,,
Kbl 1960 C 104,"Lochner, Stephan",118728679,Madonna im Rosenhag,,Achtfarb. Offsetdruck,Stuttgart,Schuler,1959,610 x 430,405 x 315,"Juwelblatt, [Nr 011]",10.- DM (BRD),Marienbilder,,Offsetdruck,,41333357,,,,
Kbl 1960 C 105,"Meyer-Eberhardt, Kurt",128574356,Hase im Schnee,,Siebenfarb. Offsetdruck,Stuttgart,,1959,690 x 835,525 x 700,Juwelblatt [Nr] 035,28,"Tierbilder, Hase",,Offsetdruck,!949331783!,41333357,,,,
Kbl 1960 C 106,"Mignon, Abraham",118783858,Sommerstrauß,,Siebenfarb. Offsetdruck,Stuttgart,Schuler,1959,595 x 460,475 x 365,Juwelblatt. [Nr] 029,21,"Blumenbilder, Vermischte Arten",,Offsetdruck,!041127943!,41333357,,,,
Kbl 1960 C 107,,,Königin Nofretete (um 1370 v. Chr.),,Mehrfarb. Offsetdruck,Stuttgart,Schuler,1959,540 x 415,400 x 315,"Juwelblatt, Nr 32 [vielm. 010]","7,50 DM (BRD)",Benannte Bildnisse ; N,,Offsetdruck,,41333357,,,,
Kbl 1960 C 108,"Padua, P[aul] M[atthias]",118889427,Lesende Dame,,Achtfarb. Offsetdruck,Stuttgart,Schuler,1959,658 x 528,560 x 450,"Juwelblatt, Nr 025",24.- DM (BRD),"Bildnisse, Anonym (Fortsetzung); Mütter-, Frauenbilder",,Offsetdruck,!041207785!,41333357,,,,
Kbl 1960 C 109,"Padua, P[aul] M[atthias]",118889427,Dame vor dem Spiegel,,Fünffarb. Offsetdruck,Stuttgart,Schuler,1959,700 x 530,580 x 430,"Juwelblatt, Nr 017",24.- DM (BRD),"Bildnisse, Anonym (Fortsetzung); Mütter-, Frauenbilder",,Offsetdruck,!041207785!,41333357,,,,
Kbl 1960 C 11,"Klee, Paul",118462827,Dämmerblüten,,Mehrfarb. Lichtdruck,München,Bruckmann,1959,445 x 860,340 x 780,,40.- DM (BRD),Abstrakte Malerei,,Lichtdruck,!1083270532!,42736064,,,,
Kbl 1960 C 110,"Padua, P[aul] M[atthias]",118889427,Gelbes Haus am Gardasee,,Achtfarb. Offsetdruck,Stuttgart,Schuler,1959,695 x 800,585 x 705,Juwelblatt. Nr 024,28,Bezeichnete Motive,,Offsetdruck,,41333357,,,,
Kbl 1960 C 111,"Padua, P[aul] M[atthias]",118889427,Hollywoodschaukel,,Sechsfarb. Offsetdruck,Stuttgart,Schuler,1959,815 x 645,695 x 560,"Juwelblatt, Nr 026",30.- DM (BRD),Einzelne Personen,,Offsetdruck,,41333357,,,,
Kbl 1960 C 112,"Padua, P[aul] M[atthias]",118889427,Der Liebesbrief,,Siebenfarb. Offsetdruck,Stuttgart,Schuler,1959,850 x 695,710 x 605,"Juwelblatt, Nr 09/I",30.- DM (BRD),"Bildnisse, Anonym (Fortsetzung); Mütter-, Frauenbilder",,Offsetdruck,!041207785!,41333357,,,,
Kbl 1960 C 113,"Padua, Paul M[atthias]",118889427,Junges Mädchen,,Achtfarb. Offsetdruck,Stuttgart,Schuler,1959,640 x 500,520 x 400,Juwelblatt Nr 012,22.- DM (BRD),Mädchenbilder,,Offsetdruck,!042497426!,41333357,,,,
Kbl 1960 C 114,"Padua, P[aul] M[atthias]",118889427,Glühender Sommer,,Siebenfarb. Offsetdruck,Stuttgart,Schuler,1959,820 x 685,700 x 600,Juwelblatt [Nr] 027,32,"Blumenbilder, Vermischte Arten",,Offsetdruck,!041127943!,41333357,,,,
Kbl 1960 C 115,"Antonio di Puccio Pisano, gen. Pisanello",,Margherita Gonzaga,,Vierfarb. Offsetdruck,Stuttgart,Schuler,1959,530 x 380,405 x 280,"Juwelblatt, [Nr 018]",15.- DM (BRD),Benannte Bildnisse ; G,,Offsetdruck,,41333357,,,,
Kbl 1960 C 116,,,"Primavera (Frühling). Pompeji, 1. Jh. N. Chr.",,Fünffarb. Offsetdruck nach d. mit Wachsfarben auf Stuck gemalten Original,Stuttgart,Schuler,1959,565 x 420,450 x 315,Juwelblatt. [Nr] 037,18.- DM (BRD),Mythologie u. Sage,,Offsetdruck,!042027675!,41333357,,,,
Kbl 1960 C 117,"Relusch, Elizabeth",,Geborgenheit,,Sechsfarb. Offsetdruck,Stuttgart,Schuler,1959,690 x 580,570 x 480,"Juwelblatt, Nr 040",28.- DM (BRD),"Bildnisse, Anonym (Fortsetzung); Mütter-, Frauenbilder",,Offsetdruck,!041207785!,41333357,,,,
Kbl 1960 C 118,"Rembrandt, [Harmensz van Rijn]",11859964X,Der Mann mit dem Goldhelm,,Vierfarb. Offsetdruck,Stuttgart,Schuler,1959,585 x 455,475 x 355,"Juwelblatt, [Nr] 020",24.- DM (DDR),Männerbilder,,Offsetdruck,!041237099!,41333357,,,,
Kbl 1960 C 119,,,Das Hühnerei und Eierfehler,Graphiker: Rudi Lehmann. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,860 x 1220,,,,Zoologie,,Offsetdruck,!041854640!,41333357,,,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 120,"Krauß, Martin",,Ulme (Ulmus campestris),Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,860 x 1220,,Inländische Hölzer. Taf. VI,,Botanik,"Best.Nr. 65149-1, Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,!041740475!,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 121,"Lehmann, Rudi",13644556X,Pfeffer,Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,860 x 1220,,,,Botanik,"Best.Nr. 61025-1, Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,!041740475!,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 122,"Bernitz, Bruno",114713278X,Lausitzer Bergland,Hrsg. vom Dt. Zentralinst. f. Lehrmittel,"Nach e. Orig.-Gemälde, Mehrfarb. Offsetdruck",Berlin,Volk und Wissen,1960,Je 860 x 1220,,,,Erdkunde,"[Auf 2 Bl. gedr.], Best.Nr 70418-1, Preis nach Anfrage; Versorgung der Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 123,"Brauer, Johannes",11867336X,König Löwe,,Orig.-Radierung,Leipzig,Scholle-Verl.,1960,1000 x 665,650 x 480,,200,"Tierbilder, Löwen",Best.Nr 373,Radierung,!041144368!,40481662,,,,
Kbl 1960 C 124,"Brauer, Johannes",11867336X,Lämmergeier,,Orig.-Radierung,Leipzig,Scholle-Verl.,1960,1000 x 665,660 x 460,,200,"Tierbilder, Vögel",Best.Nr 376,Radierung,!041218787!,40481662,,,,
Kbl 1960 C 125,"Krauß, Martin",,Ahorn (Acer platanoides),Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,855 x 1215,,Inländische Hölzer,,Botanik,"Best.Nr 65152-1, Taf. VII, Preis nicht mitgeteilt; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,!041740475!,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 127,"Abdullajew, Michail Hussejn-Ogly",,Die kleine Tschandra,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1960,465 x 410,337 x 290,,"19,50 DM (DDR)",Mädchenbilder,,Lichtdruck,!042497426!,42736064,,,,
Kbl 1960 C 128,"Rubens, Peter Paul",11860354X,Die Wildschweinjagd,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1960,535 x 585,410 x 500,,"25,50 DM (DDR)",Jagd,,Lichtdruck,!042011469!,42736064,,,,
Kbl 1960 C 129,,,Hydraulischer Teleskop-Stoßdämpfer,Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1230 x 860,,,,Technik,,Offsetdruck,!041316169!,41333357,,Kurt Eigler,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 13,"Manessier, Alfred",,Dornenkrone,,Mehrfarb. Kupfertiefdruck,München,Bruckmann,[1959],705x580,575x480,[Nr.]5265,"35,-",Christus-Bilder,,Tiefdruck,,04060053X,,,,
Kbl 1960 C 130,,,Thermisches Kracken (Kracken in d. Dampfphase: TVP-Verfahren),Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,860 x 1230,,,,Technik,,Offsetdruck,!041316169!,41333357,,Fritz Hampel,!004686144!,
Kbl 1960 C 131,,,"Hydraulischer Hebelstoßdämpfer, doppelseitig wirkend",Taf. I. Hrsg. Vom dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,860 x 1230,,,,Technik,,Offsetdruck,!041316169!,41333357,,Kurt Eigler,dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 132,,,"Hydraulischer Hebelstoßdämpfer, doppelseitig wirkend",Taf. II. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1230 x 860,,,,Technik,,Offsetdruck,!041316169!,41333357,,Kurt Eigler,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 133,"Hampel, Fritz",,Wasserversorgung einer Stadt,Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,860 x 1220,,,,"Handel, Handwerk, Verkehr","Best.Nr 70229-1, Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 134,,,Maikäfer,Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1220 x 860,,,,Tiere,,Offsetdruck,!041854640!,41333357,,Heinz Dost,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 135,"Gauguin, Paul",118537822,Die Furt,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1960,520 x 600,400 x 500,Dresdner Meisterdruck M 1162,23,Figurenbild,,Lichtdruck,,42736064,,,,
Kbl 1960 C 136,"Gogh, Vincent van",118540416,Meer bei Saintes-Maries,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1960,545 x 620,440 x 530,Dresdner Meisterdruck. M 1165,23,"Meer, Bezeichnete Motive",,Lichtdruck,!041692357!,42736064,,,,
Kbl 1960 C 137,"Degas, Edgar",118524291,Bei der Toilette,,Mehrfarb. Lichtdruck,[Dresden],[Verlag der Kunst],1960,630 x 590,510 x 490,"Dresdner Meisterdruck, M 1166",27.- DM (DDR),Anonyme Motive: Akte,,Lichtdruck,!963082795!,42736064,,,,
Kbl 1960 C 138,"Breilmann, Heino",174188978,Vor der Ausfahrt (Zyklus 51),,Mehrfarb. Lichtdruck,Düsseldorf,Schumacher & Co,1960,600 x 745,400 x 575,,24,Gegenständliches,,Lichtdruck,,42736064,,,,
Kbl 1960 C 139,"Breilmann, Heino",174188978,Boote vor Anker (Zyklus 49),,Mehrfarb. Lichtdruck,Düsseldorf,Schumacher & Co,1960,600 x 745,400 x 575,,24,Gegenständliches,,Lichtdruck,,42736064,,,,
Kbl 1960 C 14,"Marc, Franz",11857745X,Rotes und blaues Pferd,,Mehrfarb. Kupfertiefdruck,München,Bruckmann,1959,505 x 540,425 x 480,,25,"Tierbilder, Pferd",[Nr] 5278,Tiefdruck,!041921526!,04060053X,,,,
Kbl 1960 C 140,"Breilmann, Heino",174188978,Ruhende Boote (Zyklus 50),,Mehrfarb. Lichtdruck,Düsseldorf,Schumacher & Co,1960,655 x 450,440 x 320,,18,Gegenständliches,,Lichtdruck,,42736064,,,,
Kbl 1960 C 141,"Breilmann, Heino",174188978,Träumende Boote (Zyklus 50),,Mehrfarb. Lichtdruck,Düsseldorf,Schumacher & Co,1960,655 x 450,440 x 320,,18,Gegenständliches,,Lichtdruck,,42736064,,,,
Kbl 1960 C 142,"Mylnikow, Andrej",,Lotos,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1960,615 x 750,500 x 660,"Gradus-Blätter, G 3221",25.- DM (DDR),Mädchenbilder,,Lichtdruck,!042497426!,42736064,,,,
Kbl 1960 C 143,"Gerassimov, A[lexander] M[ichailowitsch]",,Feldblumen,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1960,820 x 870,700 x 770,Gradus-Blätter G 3222,30,"Blumenbilder, Christrosen",,Lichtdruck,!041127943!,42736064,,,,
Kbl 1960 C 144,"Jordan, Paula",128556447,Maria und Martha,,Zweifarb. Offsetdruck,Kassel ; Stuttgart,Johannes Stauda-Verlag ; Verlag Junge Gemeinde,1960,500 x 700,,"Jordan: Wandbilder zur Bibel, Nr 9","2,75 DM (BRD); bei Bezug d. Gesamtwerkes (voraussichtlich 40 Blätter) 2,40",Religion,,Offsetdruck,!042075602!,41333357,,,,
Kbl 1960 C 144-147,"Jordan, Paula",128556447,Wandbilder zur Bibel,,Zweifarb. Offsetdruck,Kassel ; Stuttgart,Johannes Stauda-Verlag ; Verlag Junge Gemeinde,1960,,,,,Religion,[Folge 2=] Nr 9-12 ; 9. Jordan: Maria und Martha s. Gr. III.; 10. Jordan: Die Stillung d. Sturms s. Gr. III. ; 11. Jordan: Kreuztragung s Gr. III.; 12. Jordan: Der auferstehende Herr s. Gr. III.,Offsetdruck,!042075602!,41333357,,,,
Kbl 1960 C 145,"Jordan, Paula",128556447,Die Stillung des Sturms,,Zweifarb. Offsetdruck,Kassel ; Stuttgart,Johannes Stauda-Verlag ; Verlag Junge Gemeinde,1960,700 x 500,,"Jordan: Wandbilder zur Bibel, Nr 10","2,75 DM (BRD); bei Bezug d. Gesamtwerkes (voraussichtlich 40 Blätter) 2,40",Religion,,Offsetdruck,!042075602!,41333357,,,,
Kbl 1960 C 146,"Jordan, Paula",128556447,Kreuztragung,,Zweifarb. Offsetdruck,Kassel ; Stuttgart,Johannes Stauda-Verlag ; Verlag Junge Gemeinde,1960,700 x 500,,"Jordan: Wandbilder zur Bibel, Nr 11","2,75 DM (BRD); bei Bezug d. Gesamtwerkes (voraussichtlich 40 Blätter) 2,40",Religion,,Offsetdruck,!042075602!,41333357,,,,
Kbl 1960 C 147,"Jordan, Paula",128556447,Der auferstandene Herr,,Zweifarb. Offsetdruck,Kassel ; Stuttgart,Johannes Stauda-Verlag ; Verlag Junge Gemeinde,1960,700 x 500,,"Jordan: Wandbilder zur Bibel, Nr 12","2,75 DM (BRD); bei Bezug d. Gesamtwerkes (voraussichtlich 40 Blätter) 2,40",Religion,,Offsetdruck,!042075602!,41333357,,,,
Kbl 1960 C 148,"Brauer, Johannes",11867336X,Hochöfen,,Orig.-Radierung,Leipzig,Scholle-Verlag,1960,420 x 590,247 x 320,,50.- DM (DDR),Industrie,,Radierung,!041616022!,40481662,,,,
Kbl 1960 C 149,"Brauer, Johannes",11867336X,Hochseehafen,,Orig.-Radierung,Leipzig,Scholle-Verlag,1960,425 x 600,243 x 313,,50.- DM (DDR),Hafen,,Radierung,!042555655!,40481662,,,,
Kbl 1960 C 15,"Marc, Franz",11857745X,Rehe im Schnee,,Mehrfarb. Kupfertiefdruck,München,Bruckmann,1959,765 x 745,645 x 645,,50,"Tierbilder, Rotwild, Rehe",[Nr] 5287,Tiefdruck,!042015332!,04060053X,,,,
Kbl 1960 C 150,"Meyer-Rey, Ingeborg",104737964,Im Pionierzeltlager,nach e. Orig.-Gemälde. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,860 x 1210,730 x 1070,,,Verschiedenes,,Offsetdruck,,41333357,,,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 151,"Salinger, Fritz",,Arbeitsaufwand in Milchviehställen,"AK min je Trier u. Tag, Hrsg. vom Dt. Zentralinst. f. Lehrmittel",Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,860 x 1220,,Agrarökonomie. VII,,Betriebswirtschaftslehre,"Best.Nr 67162-1; Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 152,"Grothmann, Heinz",,Arbeitsaufwand in Schweinemastställen,"AK min je Trier u. Tag, Hrsg. vom Dt. Zentralinst. f. Lehrmittel",Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,860 x 1220,,Agrarökonomie. VI,,Betriebswirtschaftslehre,"Best.Nr 67161-1; Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 153,"Aparowsky, Helmut",,Aufbau der staatlichen Organe im Kreis (Land- u. Stadtkreis),Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,855 x 1220,,,,Betriebswirtschaftslehre,"Best.Nr 71403-1; Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 154,"Aparowsky, Helmut",,Aufbau der staatlichen Organe im Bezrik,Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,855 x 1215,,,,Betriebswirtschaftslehre,"Best.Nr 71404-1; Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 155,"Specht, Robert",13063431X,Kartoffelvollerntemaschine E 675,Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,860 x 1215,,"Best.Nr. 67165-1, Preis nach Anfrage; Versorgung d. Schulen u. Berufsschulen durch d. Verlag zu Schulabgaben",,"Bauerntum, Ackerbau","Best. Nr 67165-1, Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,!942155386!,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 156,,,Arten der Korrosion II,Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1215 x 855,,,,Technik,,Offsetdruck,!041316169!,41333357,,Richard Dabers,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 157,,,Einspritzpumpe für Dieselmotoren,Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,860 x 1220,,,,Technik,,Offsetdruck,!041316169!,41333357,,Kurt Eigler,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 158,"Specht, Robert",13063431X,Rübenvollerntemaschine I. Langsschwad-Köpfroder Typ E710,Köpfaggregat; Hrsg. vom Dt. Zentralinstitut f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,865 x 1215,,,,"Bauerntum, Ackerbau","Best. Nr 67163-1, Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,!942155386!,41333357,,,Dt. Zentralinstitut f. Lehrmittel,
Kbl 1960 C 159,"Richter, Adrian Ludwig",118600486,Der Schreckenstein bei Aussig,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1960,465 x 570,385 x 505,,10.- DM (DDR),"Bauliche Motive, Schlösser und Burgen, bezeichnete Motive",,Offsetdruck,!041266714!,41333357,,,,
Kbl 1960 C 16,"Rousseau, Henri [Julien]",118603418,Im Park,,Mehrfarb. Kupfertiefdruck,München,Bruckmann,1959,480 x 540,370 x 450,,25,Gartenbilder,[Nr] 5279,Tiefdruck,!041213106!,04060053X,,,,
Kbl 1960 C 160,"Renoir, Auguste",118599755,Badende auf einem Felsen,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1960,575 x 445,495 X 385,,10.- DM (DDR),Anonyme Motive: Akte,,Offsetdruck,!963082795!,41333357,,,,
Kbl 1960 C 161,"Böcklin, Arnold",,Die Toteninsel,,Mehrfarb. Autotypie,Leipzig,Seemann,1960,405 x 675,320 x 600,,"7,50","Inseln, Halbinseln",[FK Nr] 383,Autotypie,!041618513!,41437233,,,,
Kbl 1960 C 162,"Schtschedrin, Sylvester",120865661,Fischerhafen,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1960,640 x 810,500 x 700,,"24,50 DM (DDR)",Hafen,,Lichtdruck,!042555655!,42736064,,,,
Kbl 1960 C 163,"Ossenjew, Nikolai Iwanowitsch",,Oktober in Smolny,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1960,620 x 400,500 x 280,,19.- DM (DDR),Geschichtliche Motive,,Lichtdruck,!041569717!,42736064,,,,
Kbl 1960 C 164,"Uhden, Lucas van",,Landschaft mit Regenbogen,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1960,483 x 610,340 x 500,,22,Anonyme Motive,FLK Nr 650,Lichtdruck,,42736064,,,,
Kbl 1960 C 165,"Abdullajew, Michail Hussejn-Ogly",,Tempel in Singapore,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1960,385 x 515,305 x 455,,10.- DM (DDR),"Bauliche Motive, Kirchen, Kapellen",,Offsetdruck,!041205650!,41333357,,,,
Kbl 1960 C 166,"Griffier, Jan",122968727,Flußtal mit Jahrmarktsbuden,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1960,535 x 610,400 x 500,,22,Anonyme Motive,FLK Nr 649,Lichtdruck,,42736064,,,,
Kbl 1960 C 167,,,Herstellung von Silikonen,Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1215 x 850,,,,Technik,,Offsetdruck,!041316169!,41333357,,Fritz Hampel,!004686144!,
Kbl 1960 C 168,"Mühlemann, Hans",122529777X,"Na stadione [Im Stadion, russ.]",nach d. Orig.-Gemälde ; Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,855 x 1215,630 x 1060,,,"Sprachen, Schrift",,Offsetdruck,,41333357,,,Dt. Zentralinst. F. Lehrmittel,
Kbl 1960 C 169,"Lehmann, Rudi",13644556X,"Betriebsökonomik für Bauberufe (Produktion, Distribution u. Konsumtion in d. Bauwirtschaft",Hrsg. vom Dt. Zentralinst. f. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk u. Wissen,1960,1215 x 860,,,,Betriebswirtschaftslehre,"Best.Nr 65153; Preis nach Anfrage; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Offsetdruck,,41333357,,,Dt. Zentralinst. f. Lehrmittel,
Kbl 1960 C 17,"Runge, Jürgen",,Bei Mandello am Comer See,,Mehrfarb. Kupfertiefdruck,München,Bruckmann,1959,700 x 577,600 x 500,,25,Bezeichnete Motive,Nr 5284,Tiefdruck,,04060053X,,,,
